start_date,end_date,national_total,districts
2010-12-11,2010-12-17,108,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 23}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 7}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 2}, {'district': <District.Kandy: 'Kandy'>, 'cases': 2}, {'district': <District.Matale: 'Matale'>, 'cases': 8}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 0}, {'district': <District.Galle: 'Galle'>, 'cases': 1}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 1}, {'district': <District.Matara: 'Matara'>, 'cases': 0}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 15}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 1}, {'district': <District.Mannar: 'Mannar'>, 'cases': 1}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 2}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 0}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 5}, {'district': <District.Ampara: 'Ampara'>, 'cases': 0}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 3}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 4}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 8}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 5}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 2}, {'district': <District.Badulla: 'Badulla'>, 'cases': 8}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 3}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 2}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 1}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 4}]"
2015-09-05,2015-09-11,271,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 116}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 48}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 24}, {'district': <District.Kandy: 'Kandy'>, 'cases': 11}, {'district': <District.Matale: 'Matale'>, 'cases': 0}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 2}, {'district': <District.Galle: 'Galle'>, 'cases': 11}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 9}, {'district': <District.Matara: 'Matara'>, 'cases': 4}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 14}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 0}, {'district': <District.Mannar: 'Mannar'>, 'cases': 0}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 1}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 1}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 1}, {'district': <District.Ampara: 'Ampara'>, 'cases': 0}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 2}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 7}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 1}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 3}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 1}, {'district': <District.Badulla: 'Badulla'>, 'cases': 1}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 0}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 10}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 4}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 0}]"
2024-07-06,2024-07-12,935,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 292}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 139}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 60}, {'district': <District.Kandy: 'Kandy'>, 'cases': 110}, {'district': <District.Matale: 'Matale'>, 'cases': 14}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 7}, {'district': <District.Galle: 'Galle'>, 'cases': 29}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 12}, {'district': <District.Matara: 'Matara'>, 'cases': 22}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 21}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 0}, {'district': <District.Mannar: 'Mannar'>, 'cases': 2}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 4}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 1}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 16}, {'district': <District.Ampara: 'Ampara'>, 'cases': 6}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 11}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 39}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 21}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 5}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 3}, {'district': <District.Badulla: 'Badulla'>, 'cases': 15}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 11}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 52}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 38}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 5}]"
2023-08-05,2023-08-11,1537,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 275}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 190}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 98}, {'district': <District.Kandy: 'Kandy'>, 'cases': 325}, {'district': <District.Matale: 'Matale'>, 'cases': 69}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 14}, {'district': <District.Galle: 'Galle'>, 'cases': 111}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 25}, {'district': <District.Matara: 'Matara'>, 'cases': 55}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 29}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 1}, {'district': <District.Mannar: 'Mannar'>, 'cases': 0}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 4}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 4}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 22}, {'district': <District.Ampara: 'Ampara'>, 'cases': 0}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 4}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 55}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 34}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 17}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 6}, {'district': <District.Badulla: 'Badulla'>, 'cases': 30}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 12}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 63}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 74}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 20}]"
2021-04-10,2021-04-16,385,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 88}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 46}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 22}, {'district': <District.Kandy: 'Kandy'>, 'cases': 20}, {'district': <District.Matale: 'Matale'>, 'cases': 1}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 3}, {'district': <District.Galle: 'Galle'>, 'cases': 5}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 8}, {'district': <District.Matara: 'Matara'>, 'cases': 10}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 0}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 0}, {'district': <District.Mannar: 'Mannar'>, 'cases': 0}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 2}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 0}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 44}, {'district': <District.Ampara: 'Ampara'>, 'cases': 0}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 3}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 54}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 16}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 10}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 2}, {'district': <District.Badulla: 'Badulla'>, 'cases': 4}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 2}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 17}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 18}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 10}]"
2014-05-17,2014-05-23,340,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 154}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 35}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 25}, {'district': <District.Kandy: 'Kandy'>, 'cases': 4}, {'district': <District.Matale: 'Matale'>, 'cases': 2}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 4}, {'district': <District.Galle: 'Galle'>, 'cases': 7}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 5}, {'district': <District.Matara: 'Matara'>, 'cases': 1}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 16}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 0}, {'district': <District.Mannar: 'Mannar'>, 'cases': 0}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 0}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 0}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 24}, {'district': <District.Ampara: 'Ampara'>, 'cases': 1}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 10}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 8}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 1}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 0}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 0}, {'district': <District.Badulla: 'Badulla'>, 'cases': 4}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 1}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 15}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 22}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 1}]"
2007-05-05,2007-05-11,34,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 11}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 0}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 1}, {'district': <District.Kandy: 'Kandy'>, 'cases': 2}, {'district': <District.Matale: 'Matale'>, 'cases': 0}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 0}, {'district': <District.Galle: 'Galle'>, 'cases': 0}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 0}, {'district': <District.Matara: 'Matara'>, 'cases': 2}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 0}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 0}, {'district': <District.Mannar: 'Mannar'>, 'cases': 0}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 0}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 0}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 6}, {'district': <District.Ampara: 'Ampara'>, 'cases': 0}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 1}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 3}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 0}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 1}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 0}, {'district': <District.Badulla: 'Badulla'>, 'cases': 0}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 1}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 3}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 1}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 0}]"
2016-04-02,2016-04-08,489,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 20}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 39}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 23}, {'district': <District.Kandy: 'Kandy'>, 'cases': 18}, {'district': <District.Matale: 'Matale'>, 'cases': 4}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 7}, {'district': <District.Galle: 'Galle'>, 'cases': 27}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 11}, {'district': <District.Matara: 'Matara'>, 'cases': 7}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 25}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 2}, {'district': <District.Mannar: 'Mannar'>, 'cases': 2}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 6}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 4}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 6}, {'district': <District.Ampara: 'Ampara'>, 'cases': 5}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 9}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 21}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 4}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 8}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 4}, {'district': <District.Badulla: 'Badulla'>, 'cases': 2}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 8}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 38}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 5}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 0}]"
2017-07-08,2017-07-14,9974,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 1779}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 1802}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 598}, {'district': <District.Kandy: 'Kandy'>, 'cases': 1002}, {'district': <District.Matale: 'Matale'>, 'cases': 204}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 80}, {'district': <District.Galle: 'Galle'>, 'cases': 287}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 117}, {'district': <District.Matara: 'Matara'>, 'cases': 464}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 86}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 27}, {'district': <District.Mannar: 'Mannar'>, 'cases': 8}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 44}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 25}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 85}, {'district': <District.Ampara: 'Ampara'>, 'cases': 55}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 33}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 564}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 341}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 244}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 123}, {'district': <District.Badulla: 'Badulla'>, 'cases': 278}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 168}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 920}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 632}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 52}]"
2024-04-13,2024-04-19,427,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 68}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 46}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 35}, {'district': <District.Kandy: 'Kandy'>, 'cases': 44}, {'district': <District.Matale: 'Matale'>, 'cases': 6}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 1}, {'district': <District.Galle: 'Galle'>, 'cases': 18}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 10}, {'district': <District.Matara: 'Matara'>, 'cases': 11}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 42}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 3}, {'district': <District.Mannar: 'Mannar'>, 'cases': 2}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 0}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 2}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 20}, {'district': <District.Ampara: 'Ampara'>, 'cases': 2}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 9}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 6}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 8}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 5}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 4}, {'district': <District.Badulla: 'Badulla'>, 'cases': 3}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 12}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 39}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 25}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 6}]"
2015-11-14,2015-11-20,444,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 190}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 34}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 36}, {'district': <District.Kandy: 'Kandy'>, 'cases': 19}, {'district': <District.Matale: 'Matale'>, 'cases': 3}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 4}, {'district': <District.Galle: 'Galle'>, 'cases': 16}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 9}, {'district': <District.Matara: 'Matara'>, 'cases': 10}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 38}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 0}, {'district': <District.Mannar: 'Mannar'>, 'cases': 0}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 7}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 0}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 4}, {'district': <District.Ampara: 'Ampara'>, 'cases': 0}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 3}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 12}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 3}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 6}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 2}, {'district': <District.Badulla: 'Badulla'>, 'cases': 6}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 3}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 12}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 24}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 3}]"
2014-12-13,2014-12-19,998,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 326}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 68}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 60}, {'district': <District.Kandy: 'Kandy'>, 'cases': 73}, {'district': <District.Matale: 'Matale'>, 'cases': 30}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 5}, {'district': <District.Galle: 'Galle'>, 'cases': 13}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 11}, {'district': <District.Matara: 'Matara'>, 'cases': 24}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 114}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 2}, {'district': <District.Mannar: 'Mannar'>, 'cases': 6}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 7}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 6}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 39}, {'district': <District.Ampara: 'Ampara'>, 'cases': 1}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 19}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 55}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 27}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 23}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 10}, {'district': <District.Badulla: 'Badulla'>, 'cases': 11}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 11}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 14}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 15}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 28}]"
2024-01-13,2024-01-19,2913,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 549}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 111}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 103}, {'district': <District.Kandy: 'Kandy'>, 'cases': 199}, {'district': <District.Matale: 'Matale'>, 'cases': 39}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 28}, {'district': <District.Galle: 'Galle'>, 'cases': 84}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 55}, {'district': <District.Matara: 'Matara'>, 'cases': 35}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 805}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 52}, {'district': <District.Mannar: 'Mannar'>, 'cases': 35}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 27}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 26}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 123}, {'district': <District.Ampara: 'Ampara'>, 'cases': 10}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 50}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 127}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 92}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 28}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 12}, {'district': <District.Badulla: 'Badulla'>, 'cases': 78}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 29}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 77}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 104}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 35}]"
